"id","university","faculty","title","title_type","duration","entry_conditions","location","phone_number","web","email"
"807","Instituto Tecnológico de Buenos Aires","Departamento de Sistemas Digitales y Datos","Ingeniero Electrónico","Grado","5 Años","Exámen de Ingreso","Iguazú 341 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(0810) 2224822","https://www.itba.edu.ar/","sac_operaciones@itba.edu.ar"
"808","Instituto Tecnológico de Buenos Aires","Departamento de Sistemas Digitales y Datos","Ingeniero en Informática","Grado","5 Años","Exámen de Ingreso","Iguazú 341 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(0810) 2224822","https://www.itba.edu.ar/","sac_operaciones@itba.edu.ar"
"809","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Citotecnólogo Universitario","Técnico Instrumental","2 Años","Exámen de Ingreso","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"810","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Enfermero","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"811","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Licenciado/a en Producción de Bioimágenes","Grado","4 Años","Asistencia a Curso de Ingreso o Nivelación","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"812","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Licenciado en Enfermería","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"813","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Licenciado en Nutrición","Grado","5 Años","Ingreso Directo","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"814","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Licenciado en Terapia Física","Grado","5 Años","Ingreso Directo","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"815","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Médico","Grado","6 Años","Exámen de Ingreso","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"816","Instituto Universitario CEMIC","Unidad Académica Escuela de Ciencias de la Salud","Técnico Radiólogo Universitario","Título Intermedio","3 Años","Consulte con la Institución","Valdenegro 4337 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(11) 52990900","www.iuc.edu.ar","rectorado@iuc.edu.ar"
"817","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Enfermera/o - MD","Título Intermedio","2.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"818","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Instrumentador Quirúrgico","Técnico Instrumental","2 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"819","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Enfermería - MD","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"820","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Instrumentación Quirúrgica - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"821","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Kinesiología y Fisiatría","Grado","5 Años","Asistencia a Curso de Ingreso o Nivelación","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"822","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Nutrición","Grado","4 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"823","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Nutrición - MD","Grado","4 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"824","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Psicología","Grado","5 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"825","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Licenciado en Psicología - MD","Grado","4.5 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"826","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Médico","Grado","6 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"827","Instituto Universitario de Ciencias de la Salud de la Fundación Barceló","Facultad de Medicina","Técnico en Análisis Clínicos","Técnico Instrumental","2 Años","Ingreso Directo","Las Heras 1907 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(5411) 48000200","www.barcelo.edu.ar","informesba@barcelo.edu.ar"
"828","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Calígrafo Público Nacional","Otros Pregrados","3 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"829","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Licenciado/a en Investigación Judicial - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"830","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Licenciado/a en Seguridad Pública - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"831","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Licenciado en Administración Pública - Ciclo de Complementación Curricular","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"832","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Licenciado en Criminalística - Ciclo de Licenciatura","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"833","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Licenciado en Seguridad Pública - Ciclo de Complementación Curricular","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"834","Instituto Universitario de Gendarmería Nacional","Unidad Académica de Grado y Posgrado Escuela Superior Gral. de Brig. Manuel María Calderón","Profesor Universitario (en la disciplina correspondiente al título de base) - Ciclo de Profesorado","Ciclo de Profesorado","2 Años","Consulte con la Institución","Av. Paseo Colón 533 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 51693364","http://www.gendarmeria.gov.ar/","eiannello@iugna.edu.ar"
"835","Instituto Universitario de la Policía Federal Argentina","Escuela de Cadetes Comisario General Juan Ángel Pirker","Técnico/a Universitario/a en Investigación Criminal","Otros Pregrados","3 Años","Consulte con la Institución","Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 46383129","www.iupfa.edu.ar","inscripciones@escueladecadetespfa.edu.ar"
"836","Instituto Universitario de la Policía Federal Argentina","Escuela de Cadetes Comisario General Juan Ángel Pirker","Técnico/a Universitario/a en Investigación Siniestral","Otros Pregrados","3 Años","Consulte con la Institución","Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 46383129","www.iupfa.edu.ar","inscripciones@escueladecadetespfa.edu.ar"
"837","Instituto Universitario de la Policía Federal Argentina","Escuela de Cadetes Comisario General Juan Ángel Pirker","Técnico/a Universitario/a en Investigación Tecnológica del Delito","Otros Pregrados","3 Años","Consulte con la Institución","Corvalan 3698 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 46383129","www.iupfa.edu.ar","inscripciones@escueladecadetespfa.edu.ar"
"838","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Abogado","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"839","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Calígrafo Público Nacional","Otros Pregrados","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"840","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Detective Federal en Investigación del Delito - MD","Otros Pregrados","5 Cuatrimestres","Consulte con la Institución","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"841","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Enfermero/a","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"842","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Instrumentador Quirúrgico Profesional","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"843","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado/a en Criminalística - Ciclo de Complementación Curricular","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"844","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado/a en Enfermería","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"845","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado/a en Gestión de la Seguridad y el Riesgo","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"846","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado/a en Investigación Criminal - Modalidad a Distancia - Ciclo de Licenciatura","Ciclo de Licenciatura","2 Años","Consulte con la Institución","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"847","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Accidentología y Prevención Vial","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"848","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Criminalística","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"849","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Gestión de Siniestros - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"850","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Organización y Asistencia de Quirófanos","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"851","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Seguridad en Tecnologías de la Información y Comunicaciones","Grado","4 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"852","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Licenciado en Tecnologías de la Información y Comunicaciones para Seguridad Pública-Ciclo de Comp Curricular-MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"853","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Perito en Papiloscopía","Otros Pregrados","2 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"854","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Técnico/a Universitario/a en Investigación de Incendios y Explosiones - MD","Técnico Instrumental","3 Años","Asistencia a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"855","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Técnico en Accidentología Vial","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"856","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Técnico Universitario en Balística y Armas Portátiles","Técnico Instrumental","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"857","Instituto Universitario de la Policía Federal Argentina","Unidad Académica de Formación de Grado","Técnico Universitario en Seguridad Ciudadana","Título Intermedio","3 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Rosario 532 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49055000","www.iupfa.edu.ar","alumnos@iupfa.edu.ar"
"858","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Contador Público","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"859","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Administración de Empresas","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"860","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Administración de Empresas Agropecuarias","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"861","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Administración de Negocios en Internet","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"862","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Administración de Negocios Internacionales","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"863","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Administración Hotelera","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"864","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Comercialización","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"865","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Dirección del Factor Humano","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"866","Instituto Universitario Escuela Argentina de Negocios","Unidad Académica Capital Federal - Sede Central","Licenciado en Tecnología Informática","Grado","4 Años","Ingreso Directo","Av. Cordoba 1690 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 50323900","http://www.iuean.edu.ar","informes@iuean.edu.ar"
"867","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Bioquímico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
"868","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Enfermera/o","Título Intermedio","2.5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
"869","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Farmacéutico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
"870","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Ingeniero Biomédico","Grado","5 Años","Asistencia y Aprobación a Curso de Ingreso o Nivelación","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
"871","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Licenciada/o en Instrumentación Quirúrgica - Ciclo de Complementación - MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
"872","Instituto Universitario Escuela de Medicina del Hospital Italiano","Instituto Universitario Escuela de Medicina del Hospital Italiano - UA","Licenciado/a en Esterilización - Ciclo de Complementación Curricular - MD","Ciclo de Complementación Curricular","2 Años","Consulte con la Institución","Potosi 4240 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires","(011) 49590200 Int. 9460","https://www1.hospitalitaliano.org.ar/#!/edu/home/principal/inicio","instituto.universitario@hospitalitaliano.org.ar"
