"id","user_id","section_id","question_number","response_boolean","response_integer","response_text","response_array","answered_at","question"
"965","7","6","15",,,"no es tan dificil si pensas",,"2026-01-30 13:49:24.901745",
"966","7","6","16",,,"no llegar a ser tan exitoso",,"2026-01-30 13:49:24.907054",
"967","7","6","17",,,"tengo que trabajar mucho",,"2026-01-30 13:49:24.912585",
"968","7","6","18",,,"es mas divertido que solo",,"2026-01-30 13:49:24.919289",
"969","7","6","19",,,"jugaría al futbol profesional pero soy malisimo",,"2026-01-30 13:49:24.924684",
"970","7","6","20",,,"sirve a veces}",,"2026-01-30 13:49:24.930459",
"971","7","6","21",,,"ya voy a tener un buen puesto}",,"2026-01-30 13:49:24.935757",
"972","7","6","22",,,"es complicado",,"2026-01-30 13:49:24.942035",
"973","7","6","23",,,"uso mucho mi calendario",,"2026-01-30 13:49:24.947272",
"974","7","6","24",,,"son inteligentes",,"2026-01-30 13:49:24.952279",
"975","7","6","25",,,"no se que tanto me divierte",,"2026-01-30 13:49:24.957818",
"976","7","6","26",,,"estudie lo que me guste siempre que sea una carrera enserio",,"2026-01-30 13:49:24.963138",
"977","7","6","27",,,"no se que tanto sirve al final porque no sos crack en nada en especial",,"2026-01-30 13:49:24.968744",
"978","7","6","28",,,"no es opcion",,"2026-01-30 13:49:24.973701",
"979","7","6","29",,,"si estudie es facil",,"2026-01-30 13:49:24.979327",
"980","7","6","30",,,"voy a ser millonario",,"2026-01-30 13:49:24.984959",
"981","7","6","31",,,"no, nunca",,"2026-01-30 13:49:24.990355",
"982","7","6","32",,,"no trabajar tanto y viajar",,"2026-01-30 13:49:24.995459",
"983","7","6","33",,,"mentira",,"2026-01-30 13:49:25.001382",
"984","7","6","34",,,"que me diviertta hacerlo",,"2026-01-30 13:49:25.006308",
"985","7","6","35",,,"Conocer mucha gente nueva al mismo tiempo, me pongo nervioso",,"2026-01-30 13:49:25.011633",
"986","7","6","36",,,"Tener buenos horarios",,"2026-01-30 13:49:25.016779",
"987","7","6","37",,,"con las cosas muy importantes",,"2026-01-30 13:49:25.022243",
"988","7","6","38",,,"hago pros y contras",,"2026-01-30 13:49:25.027326",
"989","7","6","39",,,"rodearte de gente buena que te quiera",,"2026-01-30 13:49:25.032494",
"990","7","6","40",,,"muchas opciones que se pueden dar y después elijo",,"2026-01-30 13:49:25.038184",
"991","7","6","41",,,"no",,"2026-01-30 13:49:25.043389",
"992","7","6","42",,,"El papa de mi novia",,"2026-01-30 13:49:25.04849",
"993","7","6","43",,,"que te salga algo dificil y que eso le sirva a alguien",,"2026-01-30 13:49:25.054045",
"994","7","6","44",,,"Exitosa",,"2026-01-30 13:49:25.059419",
"995","7","6","45",,,"no entendes tan bien que es ser eso",,"2026-01-30 13:49:25.064637",
"996","7","6","46",,,"alguien querido por la gente que lo rodea",,"2026-01-30 13:49:25.069952",
"997","7","6","47",,,"que son aburridos",,"2026-01-30 13:49:25.075776",
"998","7","6","48",,,"no me resulta tan dificil",,"2026-01-30 13:49:25.082385",
"999","7","6","49",,,"Surfer",,"2026-01-30 13:49:25.087849",
"1000","7","6","50",,,"Marruecos",,"2026-01-30 13:49:25.093591",
"1001","7","6","51",,,"no llegar a ser tan bueno",,"2026-01-30 13:49:25.098941",
"1002","7","6","52",,,"ser el mejor en lo que haga",,"2026-01-30 13:49:25.104873",
"1003","7","6","53",,,"vivir solo",,"2026-01-30 13:49:25.109813",
"1004","7","6","54",,,"mis amigos",,"2026-01-30 13:49:25.115387",
"1005","7","6","55",,,"hacer lo que a uno le gusta",,"2026-01-30 13:49:25.120917",
"1006","7","6","56",,,"que me deje hacer lo que me gusta la mayor parte del tiempo",,"2026-01-30 13:49:25.125958",
"1007","7","6","57",,,"entender las consecuencias",,"2026-01-30 13:49:25.13154",
"1008","7","6","58",,,"que sea repetitivo y aburrido",,"2026-01-30 13:49:25.136909",
"1009","7","6","59",,,"lo tengo que analizar antes",,"2026-01-30 13:49:25.150646",
"1010","7","6","60",,,"bueno",,"2026-01-30 13:49:25.156556",
"1011","7","6","61",,,"se preocupan demasiado por lo que piensa la gente",,"2026-01-30 13:49:25.172544",
"1012","7","6","62",,,"queriendo demostrar que son superiores",,"2026-01-30 13:49:25.178753",
"1013","7","6","63",,,"pienso que seguramente me va a pedir algo",,"2026-01-30 13:49:25.184621",
"1014","7","6","64",,,"a crecer para ser mejor que ellos",,"2026-01-30 13:49:25.190481",
"1015","7","12","1",,,"C",,"2026-01-30 15:23:25.78365",
"1016","7","12","2",,,"si",,"2026-01-30 15:23:25.869482",
"1017","7","12","3",,,"Palermo o nuñez",,"2026-01-30 15:23:25.876435",
"1018","7","12","4",,,,"[""caba_norte"",""caba_centro"",""caba_sur"",""zona_norte""]","2026-01-30 15:23:25.890168",
"1019","7","12","5",,,"si",,"2026-01-30 15:23:25.897271",
"1020","7","12","6",,,"A",,"2026-01-30 15:23:25.913699",
"1021","7","12","7",,,"B",,"2026-01-30 15:23:25.920367",
"1022","7","12","8",,,"B",,"2026-01-30 15:23:25.932103",
"1023","7","12","9",,,"{""costo"":""importante"",""ubicacion"":""importante"",""tiempo_ingreso"":""indiferente"",""reconocimiento"":""critico"",""afiliacion"":""levemente""}",,"2026-01-30 15:23:25.939182",
"1031","10","10","1",,,"{""articulo"":""sdf"",""escena"":""sdf"",""futuroLejano"":""sdf"",""legado"":""sdf""}",,"2026-02-02 02:30:22.623801",
"1032","10","10","2",,,"{""lugarAgrado"":""sdf"",""lugarTrabajoIdeal"":""sdf"",""accion"":""sdf""}",,"2026-02-02 02:30:22.794551",
"1033","10","10","3",,,"{""miedo"":""sdf"",""debilidades"":""sdf"",""estudiar"":""sdf"",""noQuieroSer"":""sdf"",""noQuieroHacer"":""sdf"",""evitar"":""sdf"",""modelos"":""sdf"",""influenciaPositiva"":""sdf"",""vigaAcero"":""sdf"",""fundacion"":""sdf"",""loteria"":""sdf"",""chico"":""sdf"",""unAnio"":""sdf"",""buenaMuerte"":""sdf"",""ambiciones"":""sdf"",""bueno"":""sdf"",""estres"":""sdf"",""satisfaccion"":""sdf"",""biblioteca"":""sdf"",""talentos"":""sdf"",""representacion"":""sdf"",""personajeHistorico"":""sdf"",""top10"":""sdf"",""inspiracion"":""sdf""}",,"2026-02-02 02:30:22.95542",
"1034","10","11","1",,,"{""padre"":{""id"":""padre"",""type"":""padre"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""},""madre"":{""id"":""madre"",""type"":""madre"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""},""abuelo_paterno"":{""id"":""abuelo_paterno"",""type"":""abuelo_paterno"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""},""abuela_paterna"":{""id"":""abuela_paterna"",""type"":""abuela_paterna"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""},""abuelo_materno"":{""id"":""abuelo_materno"",""type"":""abuelo_materno"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""},""abuela_materna"":{""id"":""abuela_materna"",""type"":""abuela_materna"",""nombre"":""sdf"",""estudios"":""sdf"",""actividad"":""sdf""}}",,"2026-02-02 02:30:48.451152",
"1035","10","11","2",,,,"[]","2026-02-02 02:30:48.632798",
"1036","11","9","1",,,"{""meGusta"":[""subsections"",""subsections"",""subsections"",""subsections"",""subsections"",""subsections"",""subsections"",""subsections"","""","""","""","""","""","""","""","""","""",""""],""noMeGusta"":[""subsections"",""subsections"",""subsections"",""subsections"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""],""actividadesCotidianas"":[""subsections"",""subsections"",""subsections"",""subsections"","""","""","""","""","""","""","""","""","""","""","""","""","""",""""],""carrerasRelacionadas"":[""subsections"",""subsections"",""subsections"","""","""","""","""","""",""""]}",,"2026-02-02 02:39:29.038059",
"1037","11","9","2",,,"{""preferencias"":[{""carrera"":""subsections"",""porque"":""subsections""},{""carrera"":""subsections"",""porque"":""subsections""},{""carrera"":""subsections"",""porque"":""subsections""}],""rechazos"":[{""carrera"":""subsections"",""porque"":""subsections""},{""carrera"":""subsections"",""porque"":""subsections""},{""carrera"":""subsections"",""porque"":""subsections""}]}",,"2026-02-02 02:39:29.269909",
"1038","11","9","3",,,"{""siQuieroSer"":[""Responsable""],""noQuieroSer"":[""Rutinaria""],""ocupacionesRechazo"":[""Trabajo científico o de laboratorio""],""personas"":[""Personas experimentadas""],""valores"":[""Justicia-ética""],""rol"":[""Ejecutor-resolutivo""],""interaccion"":[""Trabajo individual""],""exigencia"":[""Punto medio de exigencia""],""horarios"":[""Flexibilidad parcial""],""rutina"":[""Mezcla de ambas""],""geografia"":[""Ciudad pequeña""],""espacioIdeal"":[""Espacio creativo y flexible""],""equilibrio"":[""Poco importante (priorizo el trabajo)""],""diaTipico"":[""Tranquilo y organizado""],""impacto"":[""Comunidad""],""ingresos"":[""Variables según logros-comisiones""],""limites"":[""Exceso de horas"",""Que me aíslen demasiado""]}",,"2026-02-02 02:39:29.430936",
"1039","11","10","1",,,"{""articulo"":""  {/* Section Tabs */}"",""escena"":""  {/* Section Tabs */}"",""futuroLejano"":""  {/* Section Tabs */}"",""legado"":""  {/* Section Tabs */}""}",,"2026-02-02 02:41:54.113897",
"1040","11","10","2",,,"{""lugarAgrado"":""  {/* Section Tabs */}"",""lugarTrabajoIdeal"":""  {/* Section Tabs */}"",""accion"":""  {/* Section Tabs */}""}",,"2026-02-02 02:41:54.294884",
